Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
40390,0.8322,2.11,-0.1341,-1.2104,0.0888,-0.549,1.2874,-1.3402,1.3903,-0.5705,1.0792,1.1892,-1.5303,0.3994,-0.0899,-0.0127,1.3886,-0.6287,-0.3541,-0.2383,-0.3007,0.0635,-1.4546,-0.1891,-0.5022,1.2129,-0.8032,1.9516,161.12,0
50474,-0.2808,1.2004,0.2128,-1.4761,-0.0831,0.5795,1.8965,1.6606,-0.4325,-0.1701,-1.2178,-0.3334,-0.316,2.3747,0.4349,-1.232,0.4101,0.7602,0.9721,-0.7814,0.2304,0.076,0.2642,-0.1837,-0.3159,0.2834,-1.2153,0.981,445.75,0
165011,0.799,-1.3286,-0.6445,-0.5778,0.6496,-1.4401,-0.589,-1.0854,1.6561,-0.2764,-0.5194,0.1137,0.864,-2.073,-1.0809,0.2184,-0.6298,-1.4424,-0.7089,0.1566,0.3257,1.9601,-1.6392,-1.4811,-1.2078,0.9729,-0.8959,-1.5189,441.32,0
118825,-0.3666,0.0288,0.8661,0.7434,0.461,-0.6714,-0.7594,1.0645,-1.0189,-0.0509,-0.1059,-0.4638,-0.3599,-0.1325,-0.3576,1.0527,-0.6221,-0.3977,0.0233,0.5881,-0.3674,0.0409,0.3992,1.4864,-2.5428,1.1742,-0.8349,-0.3751,347.37,0
45373,-0.2102,-0.3435,1.1854,-0.55,-1.3346,0.1124,-1.2383,0.2939,0.2722,-0.5599,0.3654,-0.104,1.4225,1.1581,0.1305,-0.9672,-1.4683,0.0527,1.5528,0.9928,1.6414,-1.4061,-0.0126,-0.0145,0.3435,0.453,-0.9751,-0.194,289.39,0
51292,0.5634,1.9699,-0.5468,1.6924,-0.959,-2.0235,1.4664,-0.6163,2.6217,-1.5478,-1.1935,-0.683,-1.9357,-0.127,0.2156,-0.2871,2.1321,-1.5271,1.2814,0.0068,0.4778,-0.0643,-0.0506,0.2466,-1.2146,0.5556,-1.1138,-1.1169,203.61,0
114082,-1.415,-0.4123,-0.6378,0.1015,-1.7012,1.5075,0.3101,-0.4888,1.489,-0.0238,0.2565,0.2883,1.5908,0.1575,-1.0677,0.0894,0.4198,-0.0258,-0.6496,-0.8082,-1.6969,0.4811,-0.8345,-0.6425,0.5095,1.0792,-1.0356,-0.3513,178.3,0
48704,-0.1087,0.0556,-1.6202,0.0188,-0.1867,-0.7697,1.1736,-0.5835,0.2717,0.058,-0.9536,0.1006,-2.2366,-1.2345,1.4181,0.7804,-1.9534,-0.3271,0.003,-0.8096,-1.2105,-0.1294,-0.5778,-0.4784,-1.0062,-1.0804,-0.742,-1.3243,270.06,0
151946,-0.126,0.3042,-0.9628,1.445,-1.1761,0.233,-1.5967,0.3126,-2.2363,1.2109,0.2465,-0.7886,2.2082,0.4983,-0.0058,-1.6113,-0.3279,-0.1387,-0.6,0.1022,2.8882,0.971,0.5061,-1.3046,-0.0951,0.4039,-1.9516,-0.0687,139.65,0
34744,-0.5992,-0.5336,-0.0719,1.6432,-1.7444,-1.3326,-0.1016,-1.4637,-0.4245,0.4534,0.149,-0.7188,0.5157,1.1104,2.8154,0.5939,1.3173,-0.2741,0.8305,-1.7164,0.0179,-1.032,-1.0916,0.9849,-0.0909,-0.5982,-1.6958,-0.9014,28.11,0
69309,0.0171,-0.4963,0.4992,0.8765,-0.5252,1.5704,0.0188,-1.2331,-1.1387,1.072,-0.5529,0.089,0.106,-0.1124,0.9794,-0.4819,-1.1097,-2.3014,-0.1185,-0.2641,1.2383,-0.7041,1.0232,-0.289,1.7207,-0.9737,-0.4012,0.6786,50.04,0
171532,-0.96,-0.5611,-0.3366,-0.6636,-0.8086,-1.5132,-1.4931,-0.1882,0.8662,-0.0369,0.1302,0.0087,0.9369,0.4262,-1.5019,-0.2404,-0.9572,1.2914,-0.0031,0.2632,-0.2504,-0.2333,-1.7586,-1.1813,0.2799,1.3233,1.8146,1.7429,44.11,0
158514,1.0012,1.0649,1.0449,-0.7602,2.0825,-0.4358,-0.256,-0.7202,-2.2956,0.4836,-1.4556,-1.7324,-0.1741,1.0408,1.4079,-0.9778,-0.2646,0.5324,1.5487,0.7769,-0.6663,0.604,2.3202,0.9196,-0.0992,1.0732,-2.2944,0.1194,305.54,0
46777,-0.2925,-0.3795,-1.0279,-0.2683,-0.3576,-0.3111,-0.7227,0.2779,0.373,0.083,-0.2437,-1.7158,1.1654,0.138,-0.0239,-0.0341,0.9671,0.2343,0.5185,0.7291,-0.0668,0.0544,-0.452,-1.6564,-1.0076,0.1393,-0.2547,-1.8113,35.98,0
59204,2.4824,0.0516,0.4752,-1.044,-2.1328,-0.9588,-0.9567,1.1726,-1.1476,0.827,0.4215,-0.1115,-2.4865,-0.5497,0.9707,0.5373,0.1496,-1.4369,0.126,0.2537,-0.4861,0.4331,-0.7103,-2.0078,-0.6432,-0.6903,1.219,0.7195,367.93,0
36685,0.221,0.0504,0.738,-0.0168,-1.3582,1.1414,-0.7306,-0.9226,1.7835,-0.3992,0.178,-0.0379,-0.483,0.7687,-0.1847,-1.003,0.3474,1.4146,-2.3477,-0.3435,0.8501,-0.903,-0.0409,-0.7272,1.4666,0.7132,-0.1957,0.0137,453.68,0
162102,1.4906,0.4412,0.4194,0.4497,0.8151,0.2646,0.2993,-1.0624,0.6392,1.1746,0.1959,-0.4318,-1.7915,0.0322,0.3321,1.7758,-1.634,0.817,1.4969,-0.1682,-1.2272,2.4374,-0.4828,-0.2497,0.9173,-1.5198,0.1197,-1.3357,168.42,0
31652,-0.2518,1.6645,0.4733,0.8365,0.3804,0.6433,-0.4656,-0.2636,0.3608,-1.3676,-0.4173,0.4114,0.2984,-0.2816,2.2804,0.1036,-0.3603,-1.2929,-0.3235,1.5035,0.2982,-1.0971,0.3883,0.3976,-0.1436,1.0847,0.0418,0.618,346.15,0
156309,0.5012,1.0652,1.3368,-0.4316,0.188,-0.9053,0.7328,0.021,0.9091,0.8273,0.7817,0.5362,0.087,-1.2427,0.3291,1.6834,-0.4339,-0.6774,0.6181,1.6743,-1.0411,-2.4159,-0.6148,0.0997,-0.1428,-0.2603,-0.5027,-0.6469,217.9,0
87633,-1.5603,-1.4076,-0.4494,0.1363,1.1748,0.4019,0.1327,0.2035,-0.3817,-0.0358,0.1001,1.0802,-0.9141,-0.5007,-0.0391,-2.1381,0.0604,0.4793,0.1024,0.7286,-0.5697,0.3487,0.3033,-0.2465,-0.2876,-0.1703,-0.642,0.2737,305.11,0
46677,-0.4114,0.3522,-0.2665,-1.3887,0.6643,-0.1028,1.0703,1.1005,0.5042,0.1983,0.6604,-0.8894,0.436,0.8074,1.0284,-0.8906,0.3506,-1.3818,-0.4665,-0.3935,1.9307,-0.3666,1.6882,1.0196,-3.2912,0.2234,-1.598,-1.0365,140.31,0
112226,-0.0653,-0.7498,-0.6144,1.164,1.0411,-0.8414,0.7744,1.0515,2.799,0.0893,1.0924,0.2809,0.0305,-0.2597,-1.1206,-0.222,0.5514,-1.772,-0.7089,0.2184,-0.1476,-0.0568,-0.2794,-2.4312,0.5628,0.6202,-0.2616,-0.349,240.41,0
79911,0.5835,0.943,-1.1965,-0.5665,1.1042,-0.1648,1.0038,1.1922,0.8052,1.859,-1.0906,-1.1157,1.4049,0.012,-1.1484,1.014,-0.823,-0.1619,0.0281,-1.5473,-0.9951,-0.8499,0.4042,1.4645,-0.6575,-0.621,1.0952,-0.4966,455.09,0
95417,0.3698,-0.3139,-0.9227,1.0388,-0.4122,0.4642,-0.3473,-0.1345,-0.1711,-0.6549,0.7333,-0.0868,0.8627,0.7468,1.2223,-0.4915,0.6637,-0.1744,-0.0224,-0.7144,-0.4744,0.6302,-0.342,-0.7295,0.8483,0.3568,-1.2185,0.1057,62.23,0
139435,-0.5372,-1.1107,-0.3656,1.3441,0.7437,-2.2937,0.8587,-2.2178,1.9326,0.8454,-0.3946,0.1069,0.661,-0.4934,0.4635,-0.1295,-0.2508,1.525,-2.0388,0.047,-1.3931,-0.1821,-0.7081,2.5463,-0.5142,-0.137,-0.6184,0.8894,322.7,0
76419,0.0789,0.1958,0.6091,-1.7978,-0.8979,-0.1113,-1.2855,-0.6931,0.2646,-1.1232,-0.62,-1.0613,-1.0559,-0.3319,-1.95,-0.8768,-0.6134,1.6547,0.1402,0.9542,-0.4588,1.8774,0.4877,0.6568,1.3363,-0.3772,0.6582,1.0486,91.96,0
45969,0.8179,-1.3008,-0.2896,-0.4994,0.022,0.2891,-0.2114,0.4751,-0.0417,0.6373,-0.2455,-0.1017,-0.3748,0.838,-0.8694,0.8925,0.4422,0.7227,0.8937,-0.4881,-0.5605,0.0021,-0.8483,0.229,1.6373,0.0442,0.8866,-0.137,353.02,0
124232,2.0985,-1.6072,0.0837,-3.2011,-0.8943,-1.554,-0.3038,-2.2399,-0.2581,0.4143,-0.2835,0.0377,-0.2179,-0.4484,1.3696,0.2151,0.1741,0.9242,-0.6319,1.2143,0.4131,1.1508,0.3334,-1.6742,0.1398,0.3938,0.8796,-1.2194,478.85,0
134162,-0.915,0.7151,-0.9543,-0.7228,1.3915,0.5114,-1.2691,0.9522,-0.8875,0.4338,0.9171,0.0704,-0.3876,1.0146,-0.6464,-0.2608,1.2529,-1.0659,-0.9326,0.5467,0.832,1.3827,1.2929,-0.9679,-1.6305,0.9754,-0.4547,-0.3215,152.31,0
137704,0.3686,-0.031,1.6274,-0.4168,0.8719,0.5415,0.8887,-0.53,-1.4782,-0.5407,0.0179,-0.5424,0.3838,0.9025,-0.2771,-0.0975,0.8744,-1.6834,-0.4254,1.2074,-0.2271,0.0531,0.7806,0.012,1.824,-0.5172,-1.4349,0.2501,446.45,0
109355,0.9353,1.9675,-0.1475,-0.1896,0.1076,-1.1606,1.3287,-0.2481,-0.7392,0.8737,-0.7109,0.302,-1.0602,-2.489,0.4021,-0.879,-0.0201,-0.1871,-0.0791,1.3178,0.6752,0.8834,-0.3281,-0.8814,0.8949,0.3088,-1.6332,-1.882,25.31,0
76457,-2.3063,-0.4341,-1.699,-0.1484,0.1815,0.407,0.0207,-1.2525,1.3027,-1.3453,-0.3363,-0.7767,-0.6025,-1.4031,1.0856,0.7461,0.0716,-0.1443,-0.96,-0.1101,-0.908,0.0864,0.3937,-0.2471,0.399,0.5836,0.8047,1.9748,307.1,0
137796,0.8963,-1.3,-0.5322,-1.7209,-1.9324,1.1047,0.3944,0.3547,0.9197,0.1008,-0.1981,-0.51,-2.7677,1.057,-2.6217,-0.3836,0.4003,0.7527,-0.0175,-0.5022,1.0629,1.1137,-0.3253,-0.793,0.7034,2.7283,-1.511,0.7722,56.75,0
4929,0.26,-1.6627,0.4607,0.1261,0.3208,-1.1567,0.4687,0.1831,-0.007,0.3702,-0.8296,-1.4564,0.4541,-2.2018,0.595,2.0675,0.3708,0.8537,1.6277,1.0442,2.277,-0.8711,-0.3412,0.4833,-1.6149,-0.0064,0.0667,1.2979,50.45,0
151554,0.102,-1.2226,-0.5502,-2.522,0.7904,1.4765,1.607,0.0437,2.0,-1.0312,0.6744,-0.9126,-0.2049,-0.6062,-0.2203,-0.4226,1.4321,-2.4306,-1.0676,0.5517,-1.4154,0.9288,-0.4401,1.0299,-1.1613,-0.1447,-0.5307,0.6313,361.35,0
21560,-0.2338,0.4374,-0.2839,1.3244,-1.0384,2.5291,-1.1927,0.4382,-0.4961,1.9029,0.1425,0.3521,0.6153,-0.9554,-0.2708,-0.5673,1.1632,-0.0093,0.8476,0.659,-0.2291,-0.3538,0.6283,0.7931,-0.3902,-0.2496,2.4619,-1.2487,33.29,0
52189,-0.7106,1.1413,0.5109,-0.03,0.8451,-1.3672,-0.2818,1.5558,-0.695,-0.3931,0.3529,-1.3929,-0.9205,0.6667,-0.8116,-0.6147,-0.8048,0.0785,0.054,-0.4751,-0.0051,1.1728,-0.3721,-0.3882,0.2671,0.193,1.3694,0.6259,486.06,0
100304,-0.7046,-0.5436,-0.4547,1.3212,0.0939,-1.468,-1.155,-0.1455,-0.8148,0.1766,-1.1855,0.0156,-1.7566,-0.4798,-0.1827,-0.0476,0.2681,-3.0473,0.3674,-0.3445,-1.8624,0.6036,-0.2533,0.0956,0.6509,1.3155,0.3816,-2.0432,82.91,0
112900,1.0527,1.1863,-0.4798,0.0379,-0.6667,-1.309,-0.5147,-1.1972,-1.9405,0.296,-0.9957,-0.0418,-2.6578,0.0887,-0.6921,-0.6253,0.8705,-0.1223,0.2991,0.0535,0.4812,-0.7916,-0.0116,-0.2332,0.7089,-0.5765,0.7533,0.5284,179.33,0
92083,0.7018,0.2599,0.0834,0.861,1.314,0.7764,0.3351,-0.3617,0.6006,1.0888,1.4242,0.3408,-1.0627,0.5629,-0.1786,0.0965,-0.2082,0.0401,-0.5276,1.188,-0.1993,0.4074,-1.5282,0.112,0.3205,1.1272,0.5588,-1.3745,84.15,0
78517,-0.6993,0.8101,-1.9385,0.0371,0.4431,-1.8638,-0.8024,-0.1838,3.1928,0.9829,-0.5842,0.4132,-0.0196,-0.4388,0.2489,-0.3703,-0.1937,0.319,0.359,-1.0774,0.446,1.7254,-0.4916,-0.6906,0.3553,-1.0041,-0.6473,-0.166,201.75,0
163830,-1.4853,-0.1439,-1.9715,-0.6073,-0.8368,-0.8672,0.4566,1.0838,-0.9907,-1.5786,0.7308,-0.2995,-1.1779,-1.3867,1.3111,-1.74,1.4766,-0.643,0.6224,0.2459,-0.721,0.1732,-0.0382,-1.7028,0.5729,-0.8532,1.4045,-1.6937,317.33,0
108118,-0.0874,0.8179,0.8118,1.2896,0.0642,0.7354,0.1394,0.1917,0.2512,-0.825,-3.0672,0.2825,-1.9173,1.0226,0.2371,0.762,1.7363,0.3215,-0.2196,1.2458,-0.1811,-0.2313,-0.3005,-1.72,2.0025,0.7256,-0.3288,0.7743,32.73,0
106694,1.1894,-0.9016,0.7573,-0.6616,1.0287,-1.6253,0.114,1.296,-0.5071,-0.0008,-0.6765,-1.1311,0.1918,-1.2055,-0.4348,0.0097,-1.3947,-1.0109,-0.7332,1.7418,-0.145,-1.8048,-0.0889,-2.3397,0.0949,0.4657,0.1792,0.7809,204.78,0
154528,1.1594,0.425,-0.1524,-0.4653,-1.0884,-0.3217,0.0185,0.8065,0.1196,-0.5466,-0.946,0.1485,-0.5147,1.3449,0.2204,-0.1493,-0.1186,-1.7872,2.1031,0.7523,-0.3612,-0.673,-1.0689,0.946,-0.6598,-2.0577,-0.4896,-1.1364,118.95,0
115973,-1.6766,1.4143,-2.1613,1.7209,-0.0151,0.4347,0.3232,-0.6576,0.5178,2.0374,1.22,-0.7123,1.2399,-1.1721,-0.2183,0.1458,1.2437,-1.3852,1.0507,-0.4122,-1.6385,0.9975,-0.4164,-2.0035,0.7967,-1.6865,-0.3779,-1.1265,176.58,0
157841,-0.1639,-1.249,-0.715,1.3656,0.1077,-1.4281,0.4378,0.99,-0.0496,-0.0608,0.2635,0.8123,-0.4307,-0.2222,0.0039,1.5813,0.1598,-1.4386,0.9186,0.9793,-2.0019,1.2649,-1.9398,0.6103,0.4125,0.4592,-0.743,-0.4916,141.62,0
22124,-0.5444,0.3243,1.7166,-1.6868,0.5329,-0.4738,2.1458,-0.7255,-0.8456,-1.1204,2.2535,-1.4936,0.4964,1.4731,0.4947,0.8834,-0.7001,0.3354,0.8118,0.5085,0.4725,-0.1626,-0.2096,-1.0481,0.9636,-0.5298,-0.2319,-0.4455,357.07,0
49950,1.7281,-0.6093,-0.1684,1.648,-0.7839,0.7172,0.1877,0.6711,0.723,-1.4393,0.2345,0.5855,0.0637,-0.2331,0.7246,-0.1095,-0.72,0.2291,-1.2521,-0.7184,0.9656,0.5771,1.8712,-1.9568,-0.5525,0.4145,-0.7804,0.7013,299.0,0
19151,0.2875,0.1961,-0.364,0.6347,2.8369,-1.845,2.4267,-0.9728,-1.3545,-0.9613,0.7339,0.2158,-0.62,-0.5797,-0.7596,0.5915,1.2549,-0.2553,-0.6793,-0.3762,-2.3076,-0.0543,0.3829,-0.3692,-0.5047,1.1212,0.3134,0.3877,23.04,0
33520,-2.6928,0.0134,-0.1831,0.9279,-1.9541,0.9183,-0.156,1.8748,1.0807,-0.5361,-0.5523,0.2358,-0.0958,-1.1587,1.2115,-0.3932,1.259,-0.6631,-0.6017,0.2383,0.599,0.2138,-0.5872,0.1111,-0.4861,0.1018,0.9243,-0.7153,221.32,0
147024,-1.1605,0.1082,1.1375,-1.655,0.3161,0.3108,0.4268,-0.4651,0.5855,1.0386,-0.3004,2.0834,-1.1364,-0.6786,1.2026,-0.2167,-0.9369,-0.4465,1.5146,0.7939,-0.9264,-1.8733,1.4922,0.2456,-0.4226,-0.9076,-2.0724,-1.3214,418.65,0
40311,1.0923,0.2004,-0.3003,-1.1032,-0.5482,-0.5718,-0.4884,-0.7488,1.343,0.3796,-2.3225,0.7049,2.1789,-0.0024,0.1533,-0.5035,1.1747,-1.3618,-0.3678,1.7508,-0.049,-1.2578,-0.3528,-0.2642,-0.024,0.7406,0.132,-1.0003,11.24,0
54584,0.9044,1.4851,-0.3639,1.6312,-0.2874,-0.4176,-1.0624,0.0612,0.2988,-0.8082,-0.2108,-0.4869,-0.9562,-1.6291,-1.1562,-0.0921,0.8553,-0.7501,-0.9676,-0.4048,0.0744,-1.8238,-0.8054,-0.7,-0.2568,0.1288,-0.6083,0.9357,112.89,0
40650,1.1098,-0.5166,-0.252,-0.3345,-0.3981,0.0806,0.269,-0.8013,1.5111,-0.1506,-0.2355,0.7185,-1.1652,0.5687,-2.1191,-0.7032,-1.1913,-0.1006,-0.9551,0.581,-0.3395,-1.7989,-0.8165,1.0464,0.0212,-0.1799,-0.0664,-1.1129,393.3,0
103011,0.9959,0.2911,-0.2454,-0.8327,-0.2727,-1.6607,-1.7272,0.5618,-1.2145,1.8788,0.2535,-0.6402,2.5023,1.3394,-0.0875,1.4935,-0.1739,0.0768,-0.1293,0.1004,-0.6195,-0.9215,-1.2116,0.8224,-0.0581,-1.6079,-0.5965,1.7317,308.76,0
103546,0.1442,-0.4033,0.43,0.4884,0.6215,-1.4126,0.0882,0.2158,-0.5561,0.0663,0.0992,1.9188,0.7818,-0.9673,1.4691,0.8825,0.6251,0.8398,1.6051,1.4414,-0.0765,-1.0829,-0.1982,0.0187,-0.7083,0.2325,-0.5228,1.8067,196.47,0
87516,1.4092,0.0698,-0.6408,-2.7135,0.9492,-1.3307,-1.0477,-0.7201,-0.293,1.1185,-1.3322,0.1166,-1.152,-0.9714,0.4707,-1.0568,-0.2728,-1.1952,-0.7687,0.4101,1.9476,0.8212,-0.9824,0.5633,-2.3636,0.0774,-0.8833,1.2693,11.38,0
75500,-0.1676,-1.113,-1.1015,0.4513,-1.2952,-0.7955,1.7276,-0.9254,-0.2439,-1.0975,1.1897,-1.0734,-0.8018,0.6602,1.3558,-0.5251,-0.7222,0.8701,0.5847,-0.108,0.4069,1.4769,0.9841,0.592,0.2703,0.5166,-1.774,0.0872,471.58,0
129427,-0.2268,0.647,0.183,0.0557,0.6888,-0.6395,1.0191,1.5752,0.2009,-0.1569,0.9775,0.4133,-0.375,-0.3415,0.1251,0.762,-0.5036,0.79,1.9625,0.5927,-0.0628,0.5691,-0.4421,-1.1195,-0.7587,-1.3695,0.9612,-0.4774,229.11,0
29079,1.7225,-0.2766,-1.5262,-1.257,1.0313,0.7679,-0.604,-0.0277,0.4999,0.4581,-1.0418,1.2333,-0.4403,-1.6361,-2.0218,0.0204,0.538,0.7841,0.2157,-0.4647,0.787,2.5238,0.0139,-0.1141,0.5756,-0.9759,-0.1403,0.5967,133.74,0
108792,-0.9473,1.1357,0.9699,1.3638,-0.6344,0.3399,0.3301,-0.9787,-0.933,0.5978,1.0673,-1.4236,-0.1588,0.1877,0.0863,0.1121,0.8301,-2.2501,0.7491,0.4416,0.5953,-0.0678,1.5632,0.6356,-0.7661,-1.2102,0.2824,-0.1984,316.17,0
136256,1.0273,-0.1782,1.1703,-1.0216,1.1203,-1.141,-0.3579,0.8459,0.9987,-1.9005,-0.4334,-0.3604,-1.1831,0.8156,1.0645,-0.9083,-0.796,-0.7306,-1.0298,1.5101,-1.0267,-1.3902,0.3077,-0.2854,-0.9669,-0.2317,-0.4,-2.0195,260.71,0
141764,-0.0934,0.4314,-1.1502,-0.388,0.0261,-0.59,1.7574,0.3112,-0.6212,-0.4081,0.2435,-1.5918,0.4822,-0.0396,0.8985,0.3554,-0.6533,-0.6698,1.3861,0.4287,0.5957,0.5938,-0.0906,-1.095,1.7989,-0.1934,1.2883,-0.0892,447.28,0
164559,-0.9767,-1.6638,0.0855,0.8389,-0.9161,-1.5926,-0.4928,-0.2424,-1.1757,1.137,0.9515,0.7402,0.6132,1.6245,-0.5399,0.1594,-0.9203,0.4639,0.8801,0.5761,0.4758,0.5071,1.3258,0.7081,-1.048,0.7341,0.3652,-1.9946,292.57,0
166844,-0.9547,0.4984,1.0525,-0.4869,1.8372,-0.3115,0.3213,0.4107,-0.1272,-0.5108,-0.5623,-1.914,0.5098,0.4672,-1.6336,0.2761,0.9015,-0.3305,1.295,-0.4044,-0.4262,0.2757,-0.2581,-0.125,0.5501,0.7912,0.8488,-0.0479,243.48,0
37452,0.8369,1.0397,2.0215,0.6379,0.5343,-0.4474,0.4875,-1.0509,0.6657,0.6437,0.7138,-0.756,-1.1579,-0.5723,1.4125,-1.0224,-1.5764,0.2474,-1.3341,-1.0444,-1.1112,-0.0333,-1.0383,0.3379,0.5922,-0.6603,0.455,-1.4061,205.4,0
61032,0.737,-0.5337,1.4287,0.4231,-0.7551,0.2821,0.511,0.3177,1.3933,0.2189,0.1163,-0.8516,-0.8796,-1.1364,2.1437,1.2705,-1.6258,-0.4375,1.1711,-0.322,0.0041,-1.1819,1.4553,0.1715,-2.5102,-0.5093,-0.106,0.6705,415.02,0
151926,-1.7034,0.6226,-0.7937,-0.6306,1.9112,0.555,1.0605,0.1561,-1.7053,1.0095,-0.3168,0.703,0.3438,0.3017,0.2743,0.4856,-0.0151,0.4331,-0.3573,0.9583,0.6713,1.2065,-0.1069,0.2089,0.9278,0.3573,-0.4396,0.9336,162.78,0
98438,2.0008,-0.7693,0.7012,0.237,-0.6023,-0.4205,-1.1832,-0.0642,0.7524,-0.2478,-0.5284,1.154,0.222,0.0968,-1.4791,-1.6471,1.2622,0.1484,-0.3965,-0.2385,0.1183,-1.4473,0.9132,0.9197,-1.8249,0.6443,-1.7477,-0.0047,72.04,0
141673,1.7381,-0.1609,-1.0209,-0.2453,0.9312,-0.5788,1.1179,0.007,0.3952,-0.7257,0.0325,-0.0058,1.0486,-0.4655,-1.5624,-1.1035,-0.679,0.6364,-0.8946,-0.9795,-0.3045,-0.0198,-0.0874,-1.2839,-0.3138,0.9527,0.3927,0.3829,278.68,0
73258,0.4965,-0.4765,-1.799,-0.0545,1.7982,-1.6069,-1.8433,-2.0954,-0.2095,-0.7706,-0.4614,-0.7505,0.619,2.4505,-1.0483,1.9515,1.5083,1.6834,-0.0718,-0.0585,0.6163,0.0371,-1.4503,-0.5303,-0.9965,0.0691,1.7859,0.9986,325.98,0
141203,1.8535,0.365,-0.7063,-1.3161,-1.1037,1.4604,0.4403,-0.8321,0.755,1.5335,-0.0425,-0.123,-2.2822,0.545,-0.6652,0.2415,0.8062,0.1007,0.8287,-0.4461,1.1643,0.7385,-0.5217,1.5027,0.1152,1.1612,-0.5292,0.6157,452.35,0
158866,0.168,0.639,0.434,-0.9057,0.8878,-0.9464,-1.266,0.0477,-0.6931,-1.0898,-0.5319,-1.1758,0.4804,0.2092,0.7115,0.3082,-0.6511,-0.3059,-1.7278,-0.2523,0.5379,1.4061,1.5348,-0.0777,-0.7474,-0.1569,-1.0225,-0.4057,469.01,0
168025,-0.6732,-1.2832,0.5363,-0.7018,0.571,-0.8477,0.8721,0.8368,-1.2064,0.0336,1.5391,0.4311,2.1419,0.6511,-0.8539,-0.1763,-0.7023,0.5673,1.3244,-1.2422,0.7138,-0.0437,-0.9328,-2.3365,0.5742,-0.3299,-0.172,0.3166,313.02,0
7306,-1.8025,0.2281,-1.1725,-0.7705,-0.3836,0.6552,0.5749,0.4626,-0.1807,0.2816,-0.8914,1.5383,1.6215,-0.6006,-1.2421,-1.1601,-0.928,-0.9321,0.304,0.1811,0.848,0.1803,0.2112,-0.2998,1.5603,1.6109,-0.7913,0.3023,313.47,0
17246,0.2718,0.2023,1.8438,0.6274,-1.1299,0.8028,-1.6958,1.0597,0.3263,-1.3601,-1.0696,0.3224,-1.2519,0.6074,1.1669,0.8622,-0.1032,-0.2049,-1.3236,-0.1437,0.1224,0.0987,-0.3064,-1.3052,1.1699,-1.8237,0.8381,0.8485,178.34,0
126195,-0.1722,-1.0708,0.0768,1.7842,0.8026,0.3206,-2.3316,0.9943,0.0237,-0.8631,1.2982,-1.1413,0.5163,0.6868,-0.5287,0.8005,1.3272,0.0675,-0.1496,-0.3093,-1.897,-0.0848,0.6609,-0.8123,0.2249,0.6298,1.4721,-0.9538,171.43,0
124708,-0.9633,-2.6643,-0.7264,-0.5261,-2.263,-1.2148,-0.7765,-0.6942,0.5764,0.9376,0.0716,-0.2848,0.0164,0.0845,0.122,0.7131,-0.5262,-0.5191,-0.2388,-2.4578,-0.8045,1.4309,0.1768,0.6132,0.9475,-0.0603,0.2209,0.1103,58.48,0
76172,-1.3148,0.5167,0.8061,-0.4925,0.6584,-0.103,-0.1495,0.6869,-0.0466,0.6171,0.4322,-0.6147,0.2072,0.5869,-0.0342,0.4607,0.2661,-0.4738,-1.1705,-1.7193,-0.3622,0.5838,-0.9245,0.261,-0.4263,0.4407,-1.7658,-0.3016,311.98,0
113696,0.2655,-0.2544,1.3984,1.7896,0.1816,-0.6266,-0.6983,0.6708,-2.2265,-1.608,0.0105,0.3074,-0.4829,-0.4313,-1.7219,-0.3902,-0.1551,0.2922,0.5741,-1.9481,1.5649,-2.1117,0.5164,-0.4504,0.9836,0.5521,-0.1894,-0.3135,254.8,0
169101,0.0069,-0.9683,-0.6236,-0.0744,-0.2851,-1.1873,-2.4834,0.2616,-1.3014,0.2166,-1.1434,-1.3491,-0.4015,-0.5506,0.8663,-0.6729,0.0688,0.699,-0.867,0.4416,1.0584,1.6049,-0.012,0.4207,0.0085,-0.8362,-0.7183,-0.0853,21.53,0
134286,-0.7631,-0.7268,-1.0043,0.2076,0.2932,-0.8225,-0.465,0.4238,0.1464,1.4324,-0.2626,0.3211,0.659,-1.0019,-1.0878,-1.3781,0.4076,-0.2025,0.2518,0.1211,0.2033,0.6298,-0.4055,0.7461,0.6074,-1.39,-0.2395,1.5455,499.0,0
142377,0.1116,-0.0685,-0.5686,1.7698,0.2102,-0.9951,-1.0929,0.7351,-0.6334,-0.936,-1.687,-0.1343,0.5954,0.8117,0.2403,1.6456,-1.1889,0.1926,0.3773,-1.6408,-0.1912,-1.0959,0.2256,-0.8368,0.6528,1.5857,-0.2204,-0.6495,225.54,0
146393,0.5372,0.1028,0.5991,-0.6086,-0.0901,-1.1736,-0.5072,-0.7866,0.1616,1.0408,0.028,-1.6963,-0.3081,-0.7857,-1.1064,-0.6728,0.5362,0.11,3.1796,-0.4578,-1.6298,-0.7444,1.119,-0.6737,-0.7585,0.6204,0.3442,-0.115,193.83,0
124460,1.0074,0.819,-2.0243,0.6362,0.3911,0.2595,-0.2413,-0.0833,-0.4329,-1.0742,0.147,0.3499,0.7951,-0.1883,0.1561,1.4597,0.3113,0.1464,-0.6099,-0.0713,0.6542,-0.7938,0.2672,0.4042,-1.1109,-0.259,2.2624,1.0432,432.98,0
